[FIXES]
;
; Sections:
; O = Nil Fix
; Airway/TERPS
; ABQ Diagram
DELSE N033.26.26.800 W111.57.28.370
DELTS N037.19.22.820 W105.32.25.950
DEMDY N035.17.21.600 W113.54.41.800
DEPHE N032.33.52.920 W110.29.49.060
DERMA N036.31.04.960 W108.28.47.560
DERTY N035.48.44.480 W108.40.14.900
DERVL N033.28.04.920 W111.45.19.770
DETEC N035.54.29.870 W106.26.53.680
DEVEC N036.04.06.260 W105.13.31.790
DEWEB N035.08.11.130 W106.36.33.270
DEXBE N035.16.22.550 W101.36.30.020
DEXTR N035.40.44.940 W109.49.56.400
DEYAC N033.52.58.000 W103.41.25.090
DEYEB N035.31.41.320 W108.43.00.770
DEYNE N031.34.19.750 W109.48.31.590
DHOME N032.43.57.840 W114.31.53.680
DIBEY N036.43.15.890 W111.24.13.140
DICED N033.26.44.710 W106.04.21.490
DICIR N033.25.42.550 W111.46.52.640
DIGAY N034.35.39.280 W109.26.00.490
DILCO N035.31.52.430 W110.03.55.330
DILLI N031.46.38.030 W104.41.45.900
DILLY N034.49.42.560 W112.36.47.330
DINBE N033.56.34.360 W114.28.41.040
DINGO N032.29.44.340 W111.32.39.720
DIXAN N036.16.51.420 W105.57.19.670
DIYEP N036.48.44.520 W108.02.38.410
DLINE N031.34.25.400 W105.38.37.870
DLSOL N034.59.09.860 W106.30.37.080
DMAWP N032.23.19.080 W111.03.45.840
DMBCL N035.17.47.180 W101.41.38.120
DMJCH N035.07.26.350 W110.59.00.310
DMMQQ N034.45.36.030 W114.16.18.980
DMYWN N032.22.09.760 W111.14.16.920
DNAHO N033.39.07.570 W111.52.36.480
DNBFB N035.07.21.590 W101.43.58.960
DNIDE N035.21.20.630 W106.29.01.890
DOANN N032.52.49.400 W105.56.42.190
DODAH N035.26.20.710 W109.03.02.070
DOGIN N034.56.51.900 W101.13.29.950
DOGSS N034.07.20.790 W103.41.29.450
DOHHN N031.50.38.560 W107.42.30.000
DOJOE N034.47.22.570 W109.38.09.160
DOMAN N035.33.21.270 W106.08.28.620
DOMMS N035.32.18.470 W113.50.11.280
DONII N033.11.48.120 W105.39.58.610
DONKK N034.14.48.430 W103.29.17.890
DONLY N033.10.48.320 W104.39.48.650
DONSS N035.14.00.430 W101.50.59.010
DOODL N033.44.58.720 W112.44.47.030
DOOKK N034.48.39.840 W106.31.20.500
DOONS N034.12.51.130 W103.09.16.070
DOTGE N031.56.20.010 W106.09.01.500
DOTSE N037.00.03.580 W101.00.08.360
DOUMA N035.32.42.660 W106.09.01.880
DOVEE N035.26.51.100 W114.48.00.900
DOWES N031.03.14.330 W103.27.16.230
DOYAC N035.15.32.540 W103.30.30.060
DOYDE N036.25.34.900 W105.43.51.610
DOYEC N035.24.49.990 W105.05.58.270
DOZIT N036.22.24.540 W112.10.58.940
DPAUL N034.31.51.940 W109.53.54.140
DRAXX N032.43.17.460 W114.31.55.950
DRIBB N032.04.55.900 W111.22.07.710
DRRTY N034.46.00.950 W112.11.13.940
DRRVR N032.10.30.890 W109.17.25.830
DRUGG N035.56.28.550 W102.32.52.660
DRYHT N034.25.03.230 W108.08.10.440
DSERT N034.26.36.230 W111.39.57.720
DSHRT N031.48.47.200 W103.13.10.420
DSPOT N035.02.56.430 W106.42.14.110
DTCHS N033.21.00.000 W113.34.00.000
DUBAY N032.21.00.000 W105.26.00.000
DUBEC N036.10.36.000 W103.14.37.580
DUCAS N032.53.35.840 W107.06.04.300
DUCCK N032.11.23.560 W108.00.28.110
DUDLE N035.12.57.220 W106.42.40.110
DUGGN N035.44.06.830 W113.23.24.520
DUGNE N037.09.33.440 W107.03.30.750
DULKE N035.14.36.390 W106.16.45.830
DUMMM N034.28.59.540 W106.46.07.230
DUPAL N033.36.35.260 W104.46.23.000
DUQGU N033.29.34.560 W111.56.00.990
DUSTE N032.32.07.230 W106.11.27.860
DUSVI N029.49.42.000 W104.35.29.000
DUTEY N034.51.53.480 W112.19.19.440
DUYAC N033.42.04.900 W111.50.34.180
DUYED N032.27.10.740 W111.10.53.980
DUYGE N033.46.10.510 W111.54.08.960
DUZEE N034.18.33.570 W102.44.57.180
DUZIT N036.24.51.200 W113.24.51.530
DWLNG N031.46.13.260 W106.27.02.750
DWNLD N035.10.26.960 W106.58.13.210
DYETT N032.32.47.360 W103.30.06.280
EAGUL N034.07.54.250 W111.04.57.740
EARLS N037.17.14.560 W104.20.28.820
EBIDE N036.21.20.250 W106.15.11.630
EBUTE N33.21.00.000 W107.08.00.000
EBVOY N032.45.07.660 W109.31.03.920
ECATY N032.47.32.140 W114.23.08.370
ECDOL N037.01.37.400 W103.59.20.790
ECERI N033.57.12.510 W103.30.31.920
ECESA N032.43.12.460 W103.10.44.070
ECIFY N033.03.21.510 W111.38.19.670
ECIKE N033.04.56.270 W103.06.02.340
ECIRE N032.14.58.490 W104.13.02.630
ECISA N035.27.00.660 W105.50.46.850
ECIVO N032.38.45.890 W108.23.21.530
ECLPS N033.04.12.550 W111.26.59.410
EDDNA N033.35.06.340 W112.01.24.010
EDWRD N035.30.47.660 W113.47.23.680
EEDGR N033.41.34.080 W111.52.54.830
EEEZY N036.44.33.180 W112.21.40.770
EFDOP N033.26.27.140 W112.13.33.710
EFFEB N033.39.48.460 W111.58.36.800
EGATE N035.13.52.700 W111.30.44.350
EGEDE N033.46.32.440 W112.03.33.600
EGXOV N035.12.07.700 W101.48.46.120
EGXOV N035.12.07.700 W101.48.46.120
EHGUY N035.48.42.010 W112.04.18.650
EHHIJ N035.14.01.490 W101.37.12.480
EHISO N033.26.05.830 W111.45.54.420
EHKIF N036.36.43.930 W100.45.00.810
EJUPU N036.19.33.950 W100.44.58.140
EKAME N036.38.14.020 W111.23.07.940
EKIDE N031.47.55.540 W106.10.32.530
EKIYO N035.39.14.510 W108.33.01.590
EKOGE N031.42.54.550 W106.31.12.630
EKQOJ N035.17.56.860 W101.42.08.910
EKSUW N037.37.23.270 W105.43.23.630
EKUGE N036.48.34.970 W101.46.31.710
EKULY N037.30.55.280 W105.54.47.680
EKWIY N036.00.59.370 W100.54.54.220
EL PA N031.48.57.290 W106.16.54.830
ELAXE N032.11.26.790 W111.01.49.270
ELDAJ N034.20.53.300 W103.10.30.790
ELFIX N032.06.50.180 W110.49.09.350
ELLDA N034.58.22.120 W113.24.29.630
ELOCA N035.35.14.040 W106.06.51.640
ELOYE N032.53.26.130 W102.57.11.870
ELRRA N034.50.45.740 W107.17.10.210
ELTIC N035.16.37.430 W101.36.14.260
EMBAR N032.38.39.680 W112.48.56.670
EMLLD N033.45.28.800 W114.08.46.000
EMMEE N033.13.23.660 W111.33.45.860
EMOLE N031.51.35.010 W106.19.07.020
EMUXE N035.18.35.650 W108.03.35.940
ENCIA N034.45.01.020 W106.41.12.850
ENEMY N034.33.26.910 W103.06.30.220
ENSEA N033.45.02.070 W112.11.25.710
ENZIE N033.37.11.160 W101.49.42.950
EPACU N035.15.56.380 W107.58.39.240
EPAYI N036.25.51.820 W102.50.51.050
EPECE N031.39.37.920 W109.37.38.240
EPEYU N032.37.57.910 W108.17.30.810
EPHOC N032.37.53.750 W102.38.52.540
EPIHU N030.58.17.280 W103.00.26.360
EPOCE N035.02.40.570 W106.39.53.760
EPOTE N036.44.40.140 W108.05.36.880
EQYUY N033.40.14.380 W111.53.59.220
EROHI N036.15.10.060 W100.07.23.400
ESABE N032.08.28.310 W110.58.19.490
ESALE N032.11.19.920 W110.54.27.030
ESDEE N033.38.38.660 W111.36.27.090
ESOTY N035.16.13.960 W113.55.29.470
ESPAN N036.07.11.350 W106.21.25.340
ESTWD N033.54.18.500 W114.06.48.900
ETVIW N033.26.27.050 W112.15.33.680
EVACA N032.32.39.970 W107.47.19.910
EVACA N032.32.39.970 W107.47.19.910
EVERE N031.55.59.210 W110.58.27.130
EVODE N034.15.16.210 W111.20.22.000
EVOQU N031.21.08.290 W103.29.11.220
EXELL N035.38.19.400 W102.05.40.760
EXELL N035.38.19.400 W102.05.40.760
EXUTY N034.42.55.710 W111.57.14.140
EXZAR N036.43.22.880 W108.16.44.120
EYASA N035.38.30.700 W100.59.37.740
EYECE N035.02.39.070 W106.40.45.640
EYECO N035.02.39.620 W106.38.01.060
EYEDI N035.03.26.930 W107.48.18.560
EYIPE N035.17.16.540 W106.37.10.070
EYIYA N035.22.45.540 W106.17.33.820
EYMUV N035.58.04.530 W100.12.12.440
EYUVU N036.18.15.410 W109.33.51.930
EZRUN N033.26.29.560 W112.29.27.230
EZWIJ N033.44.52.920 W111.49.30.420
FAAST N032.16.33.160 W108.10.25.260
FABAN N031.42.52.110 W105.56.19.800
FABEX N034.59.05.130 W106.31.36.160
FABOR N031.51.33.280 W106.15.25.690
FACSO N037.34.42.190 W106.00.47.440
FACTA N033.13.06.530 W112.00.55.400
FAKEE N034.34.00.000 W105.17.00.000
FAKER N035.25.06.650 W106.15.33.080
FALGO N033.25.43.030 W112.21.15.460
FAMAG N032.52.31.600 W106.06.35.850
FAMLO N032.59.38.930 W105.57.27.730
FANAK N032.46.30.000 W110.53.00.000
FANNY N031.30.48.630 W105.48.53.180
FANON N033.37.32.500 W112.12.16.040
FAPNI N033.03.57.940 W105.52.29.710
FAPOV N036.53.59.780 W111.26.32.710
FARET N033.41.43.760 W112.13.57.480
FASEB N031.38.22.600 W109.36.31.980
FASED N034.59.54.090 W101.36.14.920
FASIR N034.32.41.000 W114.00.51.000
FASOG N035.14.14.360 W101.28.30.860
FATAP N032.47.42.530 W104.25.18.100
FATTT N034.45.25.580 W106.07.05.310
FATYO N033.05.28.330 W102.14.24.460
FAVAD N029.38.22.730 W104.14.48.190
FAVAT N033.08.37.910 W106.04.04.790
FAVON N033.35.00.000 W102.34.00.000
FBALL N033.40.54.170 W112.12.18.000
FEGEV N033.41.57.660 W111.52.42.620
FEGEX N032.53.11.930 W103.29.16.220
FELIB N034.02.49.890 W103.27.41.390
FEMAD N036.56.38.000 W107.03.10.360
FEMOL N031.48.23.960 W106.06.22.320
FENON N036.42.50.960 W104.49.06.520
FEPOR N031.44.30.820 W106.22.15.620
FEPOX N032.07.38.140 W106.43.41.990
FEPUN N032.54.39.460 W105.46.39.630
FERAK N034.15.55.850 W103.31.12.350
FERER N034.11.52.430 W111.47.38.100
FESIX N035.32.43.970 W108.38.34.420
FESOG N034.19.40.380 W103.24.47.130
FETEP N034.26.58.190 W103.14.38.270
FETER N032.57.20.460 W106.07.49.840
FETIN N034.48.31.480 W111.50.17.190
FETUR N035.12.36.490 W103.34.34.910
FEVOL N033.30.04.900 W102.22.27.510
FEVOM N031.51.36.600 W103.28.40.830
FEVTI N033.26.14.450 W111.45.54.740
FEZSS N035.14.24.650 W101.46.50.610
FFIXA N033.25.39.870 W112.35.59.440
FFKHH N032.07.25.820 W106.43.27.240
FIBGA N032.33.38.630 W103.21.56.010
FIBOD N032.47.52.120 W105.46.53.780
FIBOX N033.31.51.610 W105.17.31.930
FIDLI N035.39.21.110 W101.23.30.690
FIGMO N031.35.26.770 W105.22.54.740
FILEL N036.14.10.440 W100.13.27.170
FIMAL N035.15.51.330 W111.31.25.140
FIMNU N032.41.54.810 W109.27.19.460
FIMTU N032.30.15.200 W111.08.45.150
FIMVI N035.03.53.800 W101.43.03.430
FINAB N031.49.56.360 W106.11.29.540
FINAG N031.48.44.990 W106.53.10.510
FINAK N035.45.32.240 W106.07.50.070
FINAP N033.24.11.780 W111.44.46.690
FINUX N033.36.12.640 W112.18.20.520
FIPKI N033.25.29.250 W102.07.51.680
FIPLI N036.32.04.190 W103.05.19.930
FIREY N035.25.31.090 W106.51.40.320
FIRIK N033.04.45.780 W105.53.32.550
FISBI N032.08.05.270 W111.14.13.450
FISPI N031.53.45.990 W106.16.03.690
FITEE N035.44.01.810 W106.11.11.880
FITPO N034.25.08.210 W103.21.40.590
FITZZ N032.47.10.960 W105.43.25.890
FIVIB N032.26.21.980 W110.53.23.220
FIVIL N032.20.05.460 W111.02.31.130
FIVUB N032.08.19.790 W110.01.14.570
FIVWI N035.42.04.570 W100.21.18.350
FIXAR N033.25.40.640 W111.35.55.950
FIXAV N032.58.06.610 W104.12.28.510
FIXES N035.39.46.450 W101.00.05.570
FIZZL N036.56.03.370 W113.16.23.910
FLATT N033.39.01.950 W102.20.51.080
FLIER N032.43.07.280 W112.10.49.400
FLIMM N035.08.22.920 W111.39.38.190
FLITE N035.07.37.390 W101.43.34.920
FLOGS N032.15.15.330 W109.09.59.070
FLUTY N034.43.07.940 W103.37.05.150
FLUZE N032.50.24.980 W103.02.00.000
FLYBY N035.36.04.870 W106.34.47.870
FOBAK N034.11.13.170 W102.38.32.200
FOBET N031.40.33.860 W106.12.30.450
FOBUR N034.14.12.300 W103.09.15.690
FODER N030.38.00.000 W102.20.00.000
FODSU N033.08.35.570 W106.09.21.910
FOGEL N036.36.23.710 W107.59.22.750
FOGLE N036.50.17.990 W104.18.10.140
FOGPU N031.35.08.890 W110.13.41.480
FOLAN N031.05.39.680 W104.30.19.290
FOLOM N033.25.35.440 W111.46.39.420
FOLXU N035.10.43.630 W106.41.48.500
FOOTI N034.15.38.420 W102.41.22.240
FORAN N035.22.22.190 W109.21.59.820
FORPE N033.41.14.240 W111.16.06.350
FORTH N035.39.37.950 W101.05.02.750
FORUN N035.46.44.020 W107.28.26.730
FORUR N033.02.38.410 W106.08.22.110
FOSED N034.38.08.870 W106.38.12.100
FOUTZ N032.28.56.920 W111.41.45.430
FOVUB N033.29.54.950 W104.26.20.740
FOWLE N033.25.51.720 W112.12.24.960
FOXOK N030.17.39.480 W103.55.48.160
FOXRR N035.04.00.400 W106.46.59.760
FRAIZ N033.27.52.940 W104.19.21.080
FRANI N034.56.00.180 W106.44.14.900
FRDMN N034.43.20.220 W112.30.28.130
FRHLS N035.02.32.990 W106.31.26.000
FRIAN N032.17.46.230 W106.49.45.440
FRIER N033.34.09.310 W101.49.48.600
FRIHO N035.26.17.000 W106.38.58.330
FRISY N035.15.39.490 W111.24.04.380
FRITS N033.26.55.410 W101.49.39.020
FRMAN N033.15.20.690 W111.59.14.370
FRNNK N033.39.50.710 W112.05.09.620
FTHLS N033.46.05.050 W110.21.48.840
FULLY N036.39.58.100 W108.32.36.090
FURST N033.28.57.640 W112.01.25.860
FUTEP N033.26.05.740 W111.52.22.240
FYRBD N032.57.23.320 W112.40.26.120
FYSTA N035.13.01.630 W106.33.02.910
GABBL N034.30.56.770 W114.03.20.600
GADGT N032.13.57.920 W110.57.18.070
GALDE N033.10.38.030 W107.17.45.150
GALKE N032.16.54.460 W110.50.43.970
GANJA N034.12.15.000 W100.15.16.000
GATEZ N032.15.47.270 W111.04.59.140
GATWA N033.20.28.560 W111.36.57.810
GAVET N032.04.17.620 W110.53.13.680
GAVLY N035.28.12.710 W105.17.57.090
GDALE N033.32.30.000 W112.14.23.000
GEBEC N032.03.24.180 W104.07.35.180
GECKE N032.28.42.370 W102.59.32.000
GEDEY N031.44.16.080 W106.23.28.050
GEDZU N032.38.42.690 W109.23.36.250
GEELA N033.16.49.790 W112.49.17.750
GEENO N033.42.19.260 W111.44.07.710
GEEOO N036.26.09.960 W113.37.02.260
GEGTE N034.46.48.680 W102.22.46.360
GEJRI N033.27.02.670 W111.49.43.150
GEKTE N036.45.06.180 W105.06.21.910
GELTS N033.31.47.720 W111.56.23.440
GEMKY N037.13.23.990 W106.18.39.690
GEPCE N031.35.36.950 W110.29.41.300
GERME N034.13.51.000 W114.40.25.000
GERNL N034.58.48.080 W106.40.53.470
GESRT N033.09.17.570 W111.41.39.500
GETXU N035.39.12.970 W102.00.31.050
GFOUR N033.16.13.700 W111.30.28.610
GIBBR N035.14.19.860 W101.41.23.880
GIBSO N036.45.53.680 W104.21.59.450
GICEC N033.09.16.620 W104.41.37.500
GICGE N032.57.41.370 W111.42.53.020
GIFEN N031.48.31.480 W106.08.42.920
GIGEC N033.41.35.920 W111.59.03.850
GILAA N033.33.19.290 W110.53.26.260
GINEC N032.12.01.890 W107.48.51.430
GINGR N032.51.41.280 W105.35.17.500
GINKE N033.52.44.550 W112.14.34.230
GIPSE N033.25.42.930 W111.48.46.620
GIREY N034.10.00.000 W112.28.00.000
GISLE N037.31.38.140 W106.02.39.600
GIWHI N036.22.19.340 W100.44.58.540
GIWJE N035.08.51.840 W101.40.38.330
GIZZA N032.50.45.550 W111.06.27.470
GLIME N036.46.30.910 W112.39.21.690
GLINA N034.03.50.670 W105.57.43.430
GLOWW N035.14.09.770 W101.33.35.760
GNITE N035.06.56.190 W101.38.29.340
GOALY N033.39.05.620 W111.50.11.780
GOBFO N033.20.58.380 W110.38.43.230
GODLE N031.52.08.920 W106.17.12.690
GOFBI N033.26.25.530 W111.47.29.870
GOLDR N033.44.00.530 W111.51.01.110
GOOGU N036.38.37.740 W101.30.47.930
GOONI N035.16.12.330 W101.06.37.490
GOPSE N036.56.00.920 W102.07.37.340
GORSY N034.51.19.830 W114.38.41.850
GOSPO N032.37.51.420 W107.50.20.760
GOVTE N034.31.59.750 W112.32.52.890
GOVTY N033.44.31.060 W102.27.16.770
GOYEB N033.26.51.070 W111.44.47.410
GRDNR N033.33.00.000 W113.07.00.000
GREBE N033.13.08.760 W108.09.49.020
GREGS N033.27.02.000 W097.27.58.000
GRINE N033.36.28.330 W111.29.21.320
GRINT N035.25.21.350 W109.07.46.760
GRNNT N031.53.00.000 W108.07.00.000
GROBE N032.33.47.920 W114.36.54.630
GROTE N032.45.52.110 W114.48.01.620
GRREN N035.14.15.380 W106.43.04.020
GRYHM N033.34.37.610 W111.57.47.760
GRZZZ N035.17.00.370 W106.35.10.390
GUADO N032.13.06.470 W104.23.35.090
GUBTE N034.03.06.200 W101.49.53.720
GUCCY N032.55.08.520 W104.23.18.290
GUCNO N035.43.35.960 W112.08.44.360
GUCRU N035.53.38.140 W112.25.45.270
GUILE N034.54.57.120 W113.29.43.980
GUMMO N034.19.03.590 W111.01.32.430
GUNTR N036.24.39.650 W114.02.11.550
GUVBE N036.28.40.340 W108.32.45.300
GUVCE N034.20.46.250 W109.14.56.330
GUVNE N031.47.56.250 W106.19.35.260
GYANT N033.16.19.410 W111.28.34.580
GZELL N035.02.40.860 W106.40.39.410
HAACK N033.16.25.410 W110.45.26.680
HAAKU N031.43.48.900 W106.18.54.090
HABEB N035.24.08.700 W101.36.24.660
HABON N035.29.05.940 W109.12.19.370
HADEN N033.25.51.620 W111.56.50.380
HAGER N033.10.29.470 W104.18.08.410
HAHAA N035.27.21.830 W111.51.43.960
HAKOR N034.24.27.570 W106.09.07.440
HAKPO N034.20.51.790 W103.22.04.800
HAKUK N037.03.40.510 W101.47.28.500
HALIC N033.01.33.670 W106.04.54.980
HALLB N033.11.11.720 W111.30.43.050
HALSA N037.22.34.580 W105.29.24.380
HAMEK N033.25.42.310 W111.44.28.540
HAMGI N031.45.43.910 W106.20.23.780
HANCH N031.49.06.360 W106.42.44.000
HANLR N033.11.36.590 W111.35.28.230
HANOS N036.01.16.330 W106.57.50.510
HANTE N033.30.11.110 W105.23.30.500
HANUL N032.56.41.230 W106.07.22.450
HAPEE N034.34.40.690 W106.39.35.090
HAPLY N035.52.47.830 W112.13.24.030
HAPPN N034.22.35.980 W111.36.00.850
HAQJU N033.26.24.400 W111.41.31.370
HARII N031.44.15.340 W106.22.12.530
HARVO N037.03.10.060 W104.38.28.080
HASIT N036.44.07.720 W108.28.01.540
HASMO N035.10.37.840 W101.38.17.560
HASRU N034.23.15.430 W103.20.01.260
HATRK N034.31.14.830 W112.18.09.500
HAVID N031.49.59.440 W106.48.59.050
HAVKO N036.45.51.000 W108.10.15.430
HAVOX N034.42.50.060 W114.24.13.960
HAWAI N033.58.17.360 W111.59.31.520
HAWKE N032.13.10.260 W106.50.08.610
HAWRA N033.26.02.450 W110.50.26.390
HBACK N032.12.35.700 W108.43.47.850
HEADR N032.59.00.000 W113.36.00.000
HEATO N033.01.07.770 W112.11.21.620
HEATR N034.49.28.000 W099.50.57.000
HEBIX N032.43.13.340 W103.35.26.320
HEBLO N036.50.00.110 W107.59.18.790
HEBRI N032.05.07.580 W110.47.45.120
HEBUL N032.49.00.520 W105.52.40.390
HEDOB N034.34.40.350 W103.16.49.320
HEDRU N035.12.16.750 W111.13.43.450
HEDVI N033.32.23.000 W114.28.14.000
HEEDS N032.45.37.180 W115.00.27.830
HEGDI N032.37.54.660 W106.09.25.570
HEGEK N034.39.02.780 W102.21.01.600
HEGMA N035.02.19.760 W107.01.09.120
HEGMI N035.31.59.880 W106.18.35.450
HEGTA N033.20.35.620 W102.22.45.980
HEKAD N033.37.48.590 W111.54.49.110
HEKDI N034.31.26.590 W103.09.13.020
HEKEN N036.41.29.110 W109.50.38.100
HEKES N032.22.54.940 W104.17.35.770
HEKUV N035.49.17.870 W100.59.37.460
HELUS N034.13.20.610 W102.39.53.530
HEMAT N032.57.47.730 W107.15.49.350
HEMRA N035.31.10.140 W106.10.21.270
HEMUT N034.42.51.490 W111.57.19.370
HENPI N036.57.45.810 W101.12.42.900
HENSN N033.17.30.000 W112.21.25.540
HENUV N035.24.22.050 W101.21.54.490
HEPGA N032.48.01.800 W114.32.10.300
HEPRO N032.47.25.740 W106.03.01.040
HERET N035.28.52.850 W108.20.31.450
HESEN N033.20.23.000 W112.35.39.150
HESIL N032.46.35.470 W114.29.20.580
HESTU N031.35.13.880 W110.31.23.340
HETUD N033.48.35.050 W106.54.27.600
HEVAM N034.16.50.440 W109.56.13.950
HEVIN N032.11.18.020 W110.52.30.600
HEVRO N033.48.46.550 W112.24.44.690
HEVTU N032.38.14.420 W106.01.58.650
HEXEM N035.03.47.600 W106.54.17.410
HEXMU N036.39.48.900 W104.34.14.680
HHFIV N031.46.14.870 W106.29.25.190
HIBSI N032.44.59.020 W106.04.15.570
HICHI N033.23.15.400 W111.44.51.910
HIDAT N034.34.00.000 W112.58.45.000
HIDOX N036.34.24.230 W107.49.18.180
HIELO N035.12.35.460 W107.15.16.610
HIGNI N033.08.41.330 W112.23.43.880
HIKEM N031.43.27.900 W106.14.05.170
HIKER N032.31.47.270 W107.28.32.320
HIKID N033.26.26.580 W112.21.26.080
HIKKR N035.43.17.720 W107.37.16.490
HILIX N032.04.44.460 W111.22.46.360
HIMAK N031.35.54.460 W110.35.28.440
HIMDU N034.24.06.000 W114.00.51.000
HIMRO N034.03.11.310 W103.15.13.990
HIMUP N031.59.41.180 W106.12.57.650
HINDY N036.58.06.480 W107.55.40.490
HINEY N033.31.30.400 W112.04.27.130
HINOD N035.56.48.980 W100.32.31.550
HIPEM N032.20.41.020 W111.17.35.380
HIPOC N032.39.58.270 W102.47.53.250
HIPPI N034.33.44.240 W113.38.21.730
HIPPY N036.11.40.020 W099.58.20.240
HIQZI N035.12.23.810 W101.35.56.690
HIRAS N036.39.10.660 W100.31.09.040
HIRUT N032.08.15.320 W107.54.26.320
HIRVU N033.26.42.330 W112.11.48.840
HISAN N034.20.59.020 W103.10.23.680
HISTK N034.02.44.490 W112.30.27.970
HITAR N036.39.14.040 W112.23.43.140
HIXIK N037.31.00.090 W104.46.27.500
HIXUG N032.28.18.850 W107.54.20.420
HOBAN N031.08.49.810 W103.28.53.030
HOBDO N032.38.24.030 W103.16.18.260
HOBES N034.56.20.180 W112.54.14.280
HOBMA N032.40.03.230 W114.35.36.860
HOBOL N033.11.30.000 W112.20.00.000
HOCKS N035.07.15.490 W101.37.30.440
HODAK N031.48.28.650 W106.16.43.030
HODAP N035.02.36.330 W106.57.30.230
HODKI N034.26.37.110 W114.16.05.470
HODKO N032.40.08.280 W114.35.32.950
HODMI N032.49.30.650 W106.05.47.700
HODPU N032.29.26.240 W110.59.29.030
HOGET N035.12.06.910 W101.48.35.440
HOGGZ N032.46.29.500 W114.04.09.120
HOGIG N033.29.55.720 W104.32.19.480
HOGIX N033.50.32.730 W102.25.02.350
HOKEY N033.45.36.600 W112.03.16.590
HOLAG N031.46.59.830 W106.25.31.120
HOLAS N032.42.55.080 W104.18.17.780
HOLEB N034.26.46.760 W112.38.23.640
HOLIX N032.55.17.050 W106.02.05.810
HOLLA N033.04.27.890 W106.09.45.780
HOLSI N034.15.25.000 W114.00.51.000
HOLSU N035.43.42.530 W104.44.08.510
HOLUK N036.44.42.800 W113.31.59.200
HOMDU N036.22.42.330 W105.17.38.310
HOMEP N034.18.44.830 W103.14.42.970
HOMET N033.07.00.000 W102.05.00.000
HOMEX N032.23.58.700 W103.52.13.990
HOMME N037.31.13.710 W105.53.53.280
HOMRR N033.52.49.720 W111.24.16.010
HONAS N035.27.12.510 W105.00.35.080
HONDS N033.33.59.600 W104.51.12.190
HONKS N036.35.26.700 W101.31.13.450
HOOPS N033.19.10.360 W111.51.09.940
HOOVE N031.58.25.240 W110.04.21.520
HOPET N033.05.47.970 W104.49.36.110
HOPOR N037.24.19.500 W106.02.16.580
HORBU N032.58.00.980 W109.22.24.140
HORNA N031.11.51.590 W104.37.36.990
HOROG N034.53.12.860 W106.44.49.270
HORSY N035.19.10.850 W101.39.12.640
HOSAR N031.07.34.430 W104.42.31.830
HOSVO N032.05.30.280 W110.54.38.860
HOTTT N032.31.37.000 W111.01.55.070
HOTUP N031.53.12.620 W110.49.06.910
HOVBO N032.56.19.610 W109.30.33.700
HOVEM N037.12.57.050 W107.40.35.320
HOWRD N031.47.49.220 W106.17.13.600
HOXOK N034.23.30.080 W109.16.57.830
HOXOL N034.57.09.480 W111.19.11.450
HOZER N034.09.02.500 W109.56.55.360
HOZGI N032.28.58.860 W102.32.50.910
HRDRK N034.38.26.870 W106.38.46.820
HRNET N035.15.18.740 W101.27.20.920
HRRBR N033.38.59.760 W113.51.54.730
HSKNS N031.50.01.950 W107.02.25.400
HUBOV N033.30.02.820 W105.24.00.030
HUBUB N033.52.25.650 W112.04.59.860
HUBUG N035.10.18.640 W101.51.03.440
HUBUT N035.30.12.940 W101.30.10.750
HUGBO N030.51.04.590 W102.49.08.590
HUGEX N033.05.43.820 W104.37.25.210
HUGIK N032.07.41.140 W110.57.12.450
HUGOV N034.29.02.190 W109.21.04.570
HUGOX N032.42.42.030 W114.33.04.670
HUGPA N031.12.15.300 W103.22.16.560
HUGUN N032.07.21.330 W111.27.47.360
HULMU N035.16.50.200 W101.47.03.470
HULOG N035.31.28.030 W100.37.48.640
HUMGI N035.28.47.060 W108.55.17.530
HUMIM N036.08.38.810 W101.14.52.570
HUMKU N034.59.38.790 W106.39.52.330
HUMMR N032.28.31.560 W111.10.19.260
HUMTY N034.46.32.940 W112.17.25.060
HUNBA N034.09.21.530 W103.35.32.090
HUNIN N032.05.38.920 W110.47.31.440
HUNVI N035.59.42.530 W109.19.44.920
HURFY N033.20.48.040 W110.32.32.100
HURIK N034.11.36.550 W102.03.44.420
HUROR N036.53.28.060 W112.35.17.960
HUSGU N033.20.54.830 W112.36.19.110
HUSIT N031.55.51.930 W107.59.06.670
HUTGI N036.47.47.870 W110.00.18.990
HUTKA N033.35.55.630 W104.33.17.530
HUUTY N034.09.38.500 W110.37.30.490
HUVRA N037.26.25.970 W105.09.23.340
HUXEM N032.22.35.650 W107.01.16.200
HUXIP N035.19.19.330 W101.29.25.210
HUXOG N032.58.32.070 W105.57.49.890
HUXZI N036.10.03.740 W107.11.16.210
HWSER N032.31.01.570 W102.35.31.140
HYBRD N032.33.59.960 W110.52.50.210
HYDRR N033.16.27.500 W113.04.10.820
IBIGE N035.48.23.690 W101.23.49.560
IBOBE N034.03.45.220 W111.57.50.860
IBOCO N032.51.45.990 W102.59.17.830
ICATI N032.34.58.100 W114.26.56.340
ICBAH N033.47.28.100 W111.58.47.560
ICOGU N033.33.02.000 W113.40.20.000
IDGIY N036.45.45.560 W108.10.29.730
IDULE N036.45.14.950 W107.53.29.880
IFADE N034.16.53.800 W109.12.12.890
